OrderID,ProductCategory,ProductSubCategory,ProductName,State,OrderDate,Profit,Sales
88970,Technology,Telephones and Communication,8260,Illinois,4/15/2013,83.835,290.78
32806,Office Supplies,Labels,Avery 487,Illinois,6/21/2012,77.3,289.65
14115,Furniture,Office Furnishings,Eldon? 200 Class? Desk Accessories,Illinois,8/14/2010,-38.38,284.48
322,Office Supplies,Paper,Xerox 1997,Illinois,3/18/2013,-291.59,281
56710,Technology,Computer Peripherals,Belkin ErgoBoard? Keyboard,Illinois,5/11/2011,-99.24,273.96
41059,Office Supplies,Pens & Art Supplies,Newell 312,Illinois,9/14/2011,24.53,233.18
38080,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Illinois,9/14/2010,-56.35,225.98
32804,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Illinois,9/9/2013,-61.985,187.97
34849,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Illinois,10/12/2011,15.816,182.05
26756,Office Supplies,Paper,Xerox 210,Illinois,5/10/2013,-80.41,166.27
48452,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Illinois,10/9/2013,-44.7925,156.61
39015,Office Supplies,Paper,Xerox 1994,Illinois,12/6/2010,-28.45,134.58
19936,Office Supplies,Binders and Binder Accessories,Staples? General Use 3-Ring Binders,Illinois,11/13/2013,-9.821,131.53
56001,Office Supplies,Paper,Xerox 210,Illinois,4/12/2011,-60.65,118.36
29090,Office Supplies,Labels,Avery 491,Illinois,1/16/2013,11.368,107.36
48452,Office Supplies,Rubber Bands,Binder Clips by OIC,Illinois,10/9/2011,4.616,77.96
88969,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Illinois,4/9/2013,6.41,75.05
5217,Office Supplies,Labels,Avery 481,Illinois,10/12/2012,3.264,67.34
12868,Office Supplies,Pens & Art Supplies,Newell 310,Illinois,3/1/2012,-2.44,60.21
59812,Furniture,Office Furnishings,Nu-Dell Executive Frame,Illinois,6/22/2012,-18.39,43.47
88970,Office Supplies,Binders and Binder Accessories,"DXL? Angle-View Binders with Locking Rings, Black",Illinois,4/15/2013,-43.746,29.12
34849,Office Supplies,Labels,Avery 506,Illinois,10/12/2011,-3.396,19.6
12868,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Illinois,3/1/2012,-5.26,9.37
17636,Office Supplies,Pens & Art Supplies,Newell 343,Illinois,2/4/2010,-4.2,7.01
27265,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Texas,5/6/2013,-1791.5,19567.99
33219,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Texas,12/10/2012,764.95,14683.92
45824,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Texas,12/6/2010,1232.79,11272.77
14819,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Texas,1/25/2011,1249.112,9062.73
27265,Office Supplies,Envelopes,Multimedia Mailers,Texas,5/6/2013,2254.16,7294.4
41063,Technology,Telephones and Communication,Accessory8,Texas,11/21/2013,822.888,6910.46
4674,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Texas,4/18/2013,-260.41,3041.33
41063,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Texas,11/21/2013,-34.09,1737.86
20261,Technology,Telephones and Communication,Talkabout T8367,Texas,5/20/2013,168.237,1619.3
14819,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Texas,1/25/2011,-765.152,1584.1
29671,Office Supplies,Pens & Art Supplies,Hunt Boston? Vacuum Mount KS Pencil Sharpener,Texas,3/22/2013,221.63,1511.7
613,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Texas,6/17/2012,127.7,1481.04
89237,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Texas,4/10/2012,916.6788,1328.52
13383,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Texas,6/15/2013,-1072.97,1135.76
41063,Technology,Telephones and Communication,Accessory31,Texas,11/21/2013,42.273,1110.11
20261,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Texas,5/20/2013,67.1075,992.01
22147,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Texas,1/16/2010,70.028,832.14
89237,Furniture,Office Furnishings,Eldon Cleatmat? Chair Mats for Medium Pile Carpets,Texas,4/10/2012,-1363.12,772.22
646,Office Supplies,"Scissors, Rulers and Trimmers",Acme? Forged Steel Scissors with Black Enamel Handles,Texas,11/21/2010,-10.9,586.96
33477,Office Supplies,Labels,Avery 503,Texas,10/19/2013,113.63,567.41
27265,Furniture,Office Furnishings,Document Clip Frames,Texas,5/6/2013,161.95,524.26
31877,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Texas,6/29/2013,-211.54,427.59
54914,Office Supplies,Paper,Xerox 1983,Texas,8/28/2012,-57.64,389.67
34244,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Texas,9/29/2011,-89.56,377.75
20261,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Texas,5/20/2010,81.91,318.47
835,Office Supplies,Paper,Xerox 23,Texas,10/7/2012,-28.176,243.37
48257,Office Supplies,Binders and Binder Accessories,Newell? 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Texas,4/22/2010,-124.2805,221.06
34244,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Texas,9/29/2011,-62.77,219.98
24519,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Texas,6/11/2012,-60.72,208.73
89238,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Texas,5/24/2012,-123.07,205.36
31301,Office Supplies,Labels,Avery 510,Texas,10/18/2011,35.016,198.31
11460,Office Supplies,Labels,Avery 487,Texas,8/24/2011,37.79,184.03
54914,Office Supplies,Storage & Organization,Eldon Simplefile? Box Office?,Texas,8/28/2012,-27.83,181.16
613,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Texas,6/17/2012,-54.0385,155.9
89237,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel?/High-Stak? Systems,Texas,4/10/2012,-18.45,99.17
30375,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Texas,5/3/2013,-92.9545,92.89
89236,Office Supplies,Paper,Xerox 1992,Texas,5/16/2011,-66.16,82.97
89236,Furniture,Office Furnishings,DAX Solid Wood Frames,Texas,5/16/2011,20.29,32.45
87544,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Illinois,11/25/2012,11429.4774,16564.46
87535,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Illinois,6/7/2010,6384.4389,9252.81
86540,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Kentucky,11/18/2011,6.576,7767.97
90569,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Virginia,5/3/2011,-98.434,1592.97
89735,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Kentucky,1/3/2013,1141.86,633.81
89736,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster? Power Centers,Kentucky,4/13/2013,39.528,326.75
90569,Furniture,Office Furnishings,Nu-Dell Executive Frame,Virginia,5/3/2011,184.584,225.76
87536,Office Supplies,Storage & Organization,Crate-A-Files?,Illinois,9/11/2010,-116.76,207.31
87536,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Illinois,9/11/2010,-160.952,143.12
87543,Office Supplies,Paper,Xerox 1906,Illinois,9/10/2012,12.32,104.5
86534,Office Supplies,Envelopes,Colored Envelopes,Kentucky,4/20/2010,-2196.684,38.65
90328,Office Supplies,Pens & Art Supplies,Barrel Sharpener,California,2/22/2011,-115.48,36.34
86538,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent? Tank-Style Highlighters,Kentucky,7/30/2011,-70.938,32.58
86538,Office Supplies,Binders and Binder Accessories,Staples? General Use 3-Ring Binders,Kentucky,7/30/2011,-61.544,26.42
90328,Office Supplies,Paper,Xerox 190,California,2/22/2011,3.25,19.96
90330,Office Supplies,Paper,Xerox 198,California,3/31/2012,-42.61,19.78
90328,Office Supplies,Pens & Art Supplies,Newell 342,California,2/22/2011,-57.84,16.82
87547,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D? Binders,Illinois,7/9/2013,-11.673144,12.48
89736,Office Supplies,Binders and Binder Accessories,Staples? General Use 3-Ring Binders,Kentucky,4/13/2013,0.852,11.29
90902,Technology,Computer Peripherals,"Sony IBM Color Diskettes, 25/Pack",Virginia,6/18/2013,-361.30752,7.11
32647,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Michigan,11/18/2012,348.84,32510.21
51072,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer? Files,Michigan,10/2/2010,1014.92,12599.55
45571,Technology,Telephones and Communication,LX 788,Michigan,9/23/2013,1417.23,12585.74
41636,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Michigan,8/14/2013,1521.31,10588.96
24193,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,Michigan,3/14/2010,-163.63,9539.6
26214,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Michigan,11/20/2012,870.8,6445.84
41636,Technology,Telephones and Communication,282,Michigan,8/14/2010,722.241,5014.07
15714,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Michigan,7/5/2012,3.6,3414.57
45794,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Michigan,9/24/2012,145.54,2373.54
32647,Technology,Computer Peripherals,Microsoft Internet Keyboard,Michigan,11/18/2012,-56.83,2288.15
89046,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Michigan,9/23/2013,-391.1288,2140.04
30660,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Michigan,9/5/2013,-647.136,2095.83
58342,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Michigan,4/1/2012,754.1,1933.73
23140,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Michigan,2/8/2013,1125.29,1713.8
24993,Technology,Telephones and Communication,Accessory28,Michigan,3/11/2013,-226.82,1561.22
45571,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Michigan,9/23/2013,-36.7923,1506.54
24193,Technology,Telephones and Communication,Accessory4,Michigan,3/14/2010,-175.175,1426.51
13988,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Michigan,8/1/2013,-35.92,1253.92
45571,Office Supplies,Storage & Organization,Portable Personal File Box,Michigan,9/23/2013,-7.24,1106.23
26214,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Michigan,11/20/2012,128.17,1045.75
41636,Office Supplies,Pens & Art Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Michigan,8/14/2010,-47.28,761.67
43782,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock? D-Ring Binders,Michigan,11/13/2011,30.8805,662.23
5504,Technology,Telephones and Communication,KF 788,Michigan,1/5/2011,8.0928,606.56
16422,Office Supplies,Paper,Xerox 23,Michigan,10/9/2012,-50.94,537.22
24931,Office Supplies,Binders and Binder Accessories,GBC Poly Designer Binding Covers,Michigan,11/7/2012,13.77,515.43
13988,Office Supplies,Appliances,Staples 6 Outlet Surge,Michigan,8/1/2013,-2.24,472.62
14241,Office Supplies,Pens & Art Supplies,Newell 309,Michigan,6/14/2013,48.86,395.45
43523,Office Supplies,Paper,Xerox 1983,Michigan,5/23/2013,-97.23,383.98
13988,Furniture,Office Furnishings,"Eldon? 300 Class? Desk Accessories, Black",Michigan,8/1/2013,-59.71,360.54
13507,Office Supplies,Paper,Strathmore Photo Mount Cards,Michigan,12/29/2013,-75.71,352.2
16422,Office Supplies,"Scissors, Rulers and Trimmers",Acme? Box Cutter Scissors,Michigan,10/9/2012,-24.492,343
26373,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Michigan,7/22/2011,2.3,325.81
47399,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock? Ring Binders",Michigan,8/1/2013,5.6695,291.52
28868,Office Supplies,Paper,Xerox 227,Michigan,4/5/2013,-142.3,204.49
89044,Office Supplies,Appliances,Staples 6 Outlet Surge,Michigan,7/9/2013,-19.81776,155.77
89044,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Michigan,7/9/2013,-91.3368,134.06
23140,Office Supplies,Pens & Art Supplies,SANFORD Major Accent? Highlighters,Michigan,2/8/2013,11.69,116.69
24193,Office Supplies,Paper,Xerox 1971,Michigan,3/14/2010,-63.87,109.86
89046,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Michigan,9/23/2013,-43.8748,65.06
5504,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Michigan,1/5/2013,-32.528,57.81
89045,Office Supplies,Rubber Bands,Staples Bulldog Clip,Michigan,7/28/2013,35.6868,51.72
89044,Office Supplies,Paper,Xerox 1903,Michigan,7/9/2013,-11.74656,7.71
89422,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Arkansas,11/19/2012,7.938,25029.79
89418,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",Arkansas,2/26/2011,-2045.078,838.78
89418,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Arkansas,2/26/2011,-344.848,758.26
86968,Furniture,Tables,Hon iLevel? Computer Training Table,North Carolina,5/4/2012,-12.18,425.88
86966,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",North Carolina,8/9/2010,27.234,391.4
86341,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Arkansas,6/11/2012,-755.426,264.3
86971,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,North Carolina,2/14/2013,-43.736,256.19
86969,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,North Carolina,5/18/2012,-9.394,202.23
86968,Office Supplies,Appliances,Holmes Odor Grabber,North Carolina,5/4/2012,146.67,150.3
86342,Office Supplies,Paper,Xerox 195,Arkansas,8/1/2012,767.07,141.83
86969,Office Supplies,Paper,Xerox 1922,North Carolina,5/18/2012,-71.988,77.02
86969,Office Supplies,Paper,Xerox 1981,North Carolina,5/18/2012,5240.928,59.44
89420,Office Supplies,Paper,Xerox 1980,Arkansas,6/25/2011,-11.592,18.43
89418,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Arkansas,2/26/2011,1145.418,16.93
87466,Technology,Computer Peripherals,"Imation 3.5 IBM Diskettes, 10/Box",Texas,7/14/2011,-380.2,120.87
87467,Office Supplies,Paper,Xerox 1922,Texas,1/12/2013,-140.5168,37.83
88361,Office Supplies,Paper,Riverleaf Stik-Withit? Designer Note Cubes?,Texas,11/22/2010,152.6556,221.24
88361,Office Supplies,Pens & Art Supplies,Newell 323,Texas,11/22/2010,7.15,46.65
88281,Office Supplies,Storage & Organization,Letter Size Cart,Florida,10/1/2010,-8.3881,3292.02
88283,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Florida,8/15/2011,65.9016,9157.79
88286,Technology,Copiers and Fax,Canon PC1080F Personal Copier,Florida,9/2/2012,431.556,3175.15
88289,Furniture,Tables,Chromcraft Rectangular Conference Tables,Florida,2/6/2013,-45.64,2879
88291,Office Supplies,Pens & Art Supplies,Newell 310,Florida,6/27/2013,143.5482,37.65
88292,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Florida,9/12/2013,-0.994,377.15
88292,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Florida,9/12/2013,-80.5574,157.15
86294,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Georgia,12/12/2011,-633.3404,434.52
88253,Office Supplies,Paper,Xerox 1959,Georgia,1/8/2011,-47.726,75.36
88254,Technology,Telephones and Communication,Accessory32,Georgia,1/30/2011,-117.544,524.27
88254,Technology,Telephones and Communication,StarTAC 7797,Georgia,1/30/2011,-74.61468,824.5
88255,Office Supplies,Paper,Xerox 1978,Georgia,8/15/2012,988.6482,80.98
89137,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Georgia,8/18/2013,8.346,105.69
91256,Technology,Office Machines,Polycom ViewStation? ISDN Videoconferencing Unit,Oregon,11/27/2012,2396.87958,21366.51
89208,Furniture,Chairs & Chairmats,Novimex High-Tech Fabric Mesh Task Chair,Oregon,8/16/2013,-162.15032,640.97
91257,Technology,Telephones and Communication,StarTAC 7760,Oregon,5/28/2013,165.501,394.37
89201,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Oregon,6/15/2010,-84.4376,58.68
89201,Office Supplies,Pens & Art Supplies,Newell 338,Oregon,6/15/2010,24.312,53.1
89208,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Oregon,8/16/2013,-14.99264,46.63
89205,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Oregon,1/26/2012,-75.12168,24.27
88294,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Kansas,11/27/2013,2059.19024,18712.97
91397,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Kansas,8/15/2010,-230.9528,1809.75
91397,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Kansas,8/15/2010,565.386,819.4
88287,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem,Kansas,1/1/2013,253.0572,627.95
91399,Office Supplies,Pens & Art Supplies,Berol Giant Pencil Sharpener,Kansas,9/7/2011,-70.54,353.47
88293,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Kansas,11/10/2013,186.0309,269.61
91402,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Kansas,8/15/2013,53.63128,241.19
88280,Technology,Telephones and Communication,1726 Digital Answering Machine,Kansas,8/28/2010,4.90176,199.43
88295,Office Supplies,Paper,Xerox 227,Kansas,12/4/2013,-62.34144,114.01
88293,Technology,Telephones and Communication,StarTAC 7760,Kansas,11/10/2013,45.3675,65.75
88290,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Kansas,3/23/2013,-72.43,65.1
91401,Office Supplies,Binders and Binder Accessories,Staples? General Use 3-Ring Binders,Kansas,11/15/2012,4.1308,60.11
88287,Office Supplies,Paper,Unpadded Memo Slips,Kansas,1/1/2013,-47.4052,52.61
89235,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Alabama,11/19/2013,366.858,19882.09
89224,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Alabama,12/17/2011,-525.896,2485.59
89226,Office Supplies,"Scissors, Rulers and Trimmers",Acme? Box Cutter Scissors,Alabama,4/23/2012,-21.6384,106.67
89230,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Alabama,5/6/2013,45.006,51.81
89223,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Alabama,8/25/2011,-69.0851,2.66
48643,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Texas,10/18/2013,2636.01,18998.54
50721,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Texas,2/27/2013,3793.703,9758.7
43745,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster? Power Centers,Texas,11/1/2011,946.7,8262.68
46565,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Texas,6/22/2012,1196.72,7623.31
10982,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Texas,12/10/2013,1236.359,7330.82
50433,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Texas,1/19/2013,432.66,7291.41
91291,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Texas,10/18/2012,4417.8147,6402.63
48643,Technology,Telephones and Communication,StarTAC Analog,Texas,10/18/2013,583.497,6082.35
12900,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Texas,5/3/2011,308.22,5916.75
548,Technology,Telephones and Communication,V3682,Texas,9/20/2010,510.489,4976.92
43745,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Texas,11/1/2011,27.51,4630.26
43745,Technology,Telephones and Communication,T61,Texas,11/1/2011,303.3,4259.27
6180,Technology,Telephones and Communication,StarTAC 7760,Texas,4/11/2012,590.319,2720.99
42369,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Texas,8/5/2013,274.98,1572.52
16098,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Texas,7/21/2013,333.5315,1411.9
90113,Technology,Telephones and Communication,A1228,Texas,12/7/2012,466.641,1397.5
90113,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Texas,12/7/2012,175.845,1362.66
46565,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Texas,6/22/2012,-25.27,1334.87
90113,Technology,Telephones and Communication,Timeport L7089,Texas,12/7/2012,496.935,1333.58
10982,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Texas,12/10/2013,225.199,1076.54
388,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Texas,12/15/2013,-94.73,1035.86
46565,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Texas,6/22/2012,-255.55,922.2
12900,Furniture,Office Furnishings,Nu-Dell Executive Frame,Texas,5/3/2011,100.04,915.6
91292,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Texas,12/21/2012,-444.035,908.33
32065,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Texas,12/2/2012,-12.3453,900.56
43745,Office Supplies,Paper,Xerox 1968,Texas,11/1/2011,-106.21,883.63
91291,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Texas,10/18/2012,447.074,703.01
16098,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Texas,7/21/2013,50.59,666.4
43745,Office Supplies,Appliances,3M Office Air Cleaner,Texas,11/1/2011,-15.17,437.21
548,Office Supplies,Paper,Xerox 1976,Texas,9/20/2010,-50.64,370.91
90113,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Texas,12/7/2012,41.46,363.82
58820,Furniture,Office Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Texas,2/27/2011,61.51,307.49
90109,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Texas,5/5/2010,-133.71,298.51
548,Office Supplies,Labels,Avery 481,Texas,9/20/2010,36.02,236.87
42658,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock? Ring Binders",Texas,6/15/2011,-8.326,222.55
54146,Technology,Computer Peripherals,Fuji 5.2GB DVD-RAM,Texas,10/18/2011,-135.168,207.92
90113,Office Supplies,Appliances,Holmes Odor Grabber,Texas,12/7/2012,17.085,191.1
28482,Office Supplies,Paper,Xerox 1927,Texas,3/8/2013,-167.92,177.92
10147,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Texas,10/9/2011,-87.492,175.91
28482,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Texas,3/8/2011,-27.39,119.63
17317,Office Supplies,Envelopes,Grip Seal Envelopes,Texas,12/3/2013,-20.87,69.32
45924,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Texas,12/21/2011,-11.7645,54.88
36743,Furniture,Office Furnishings,"Master Giant Foot? Doorstop, Safety Yellow",Texas,9/8/2013,-10.61,52.26
10982,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Texas,12/10/2013,2.81,41.9
48643,Office Supplies,Labels,Avery 474,Texas,10/18/2013,0.13,39.11
43745,Office Supplies,Rubber Bands,"Acco Clips to Go? Binder Clips, 24 Clips in Two Sizes",Texas,11/1/2013,-4.91,19.88
87207,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Ohio,12/2/2013,-447.401931,9922.85
87207,Furniture,Chairs & Chairmats,Global Troy? Executive Leather Low-Back Tilter,Ohio,12/2/2013,6058.5312,8780.48
87202,Technology,Telephones and Communication,3285,Ohio,3/10/2013,885.9462,1283.98
90950,Technology,Telephones and Communication,T39m,Washington,4/23/2013,781.7286,1132.94
88451,Office Supplies,Appliances,Hoover WindTunnel? Plus Canister Vacuum,Washington,4/25/2013,294.39,680.95
87201,Technology,Telephones and Communication,T61,Ohio,3/4/2013,336.4509,487.61
87204,Technology,Telephones and Communication,6120,Ohio,4/13/2013,335.7747,486.63
87203,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Ohio,4/12/2013,226.76,412.04
87206,Office Supplies,Paper,Xerox 1982,Ohio,7/21/2013,-131.01792,173.56
88451,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Washington,4/25/2013,-10.4,129.74
87194,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Ohio,7/21/2010,-76.9,114.81
88451,Furniture,Office Furnishings,Document Clip Frames,Washington,4/25/2013,22.7976,33.04
37252,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",California,11/19/2012,7497.55,100119.16
2433,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,California,8/21/2010,4073.25,43046.2
37924,Office Supplies,Storage & Organization,Economy Rollaway Files,California,11/29/2010,2008.71,27587.55
44647,Furniture,Chairs & Chairmats,Global Troy? Executive Leather Low-Back Tilter,California,1/24/2013,2755.344,25712.3
28001,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,California,6/14/2010,2593.14,13546.94
18790,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,California,2/11/2013,-1596.7458,13253.93
41987,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",California,10/21/2012,1408.088,12702.85
22848,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",California,12/10/2012,-287.62,11843.48
36356,Furniture,Chairs & Chairmats,Hon Valutask? Swivel Chairs,California,12/25/2012,-593.8,9537.18
18598,Furniture,Office Furnishings,Luxo Professional Combination Clamp-On Lamps,California,8/6/2011,855.14,8686.35
27013,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",California,7/5/2010,-274.95,8354.73
